,period,player,x_start,y_start,recipient_name,x_end,y_end,pass_type,pass_outcome
303,1,Marco Verratti,111.5,7.3,Emerson Palmieri dos Santos,102.6,4.7,,
304,1,Federico Chiesa,93.5,32.5,Giovanni Di Lorenzo,83.2,52.9,Recovery,
305,1,Giovanni Di Lorenzo,83.2,52.9,Nicolò Barella,91.6,66.9,,
306,1,Nicolò Barella,92.3,68.6,Giovanni Di Lorenzo,77.9,65.5,,
307,1,Giovanni Di Lorenzo,78.3,59.3,Leonardo Bonucci,68.2,37.6,,
308,1,Leonardo Bonucci,71.6,33.5,Marco Verratti,79.8,30.2,,
309,1,Marco Verratti,84.1,24.4,Jorge Luiz Frello Filho,76.8,35.7,,
310,1,Jorge Luiz Frello Filho,77.7,37.6,Giovanni Di Lorenzo,81.9,58.7,,
311,1,Giovanni Di Lorenzo,88.2,66.3,Nicolò Barella,84.9,55.9,,
312,1,Nicolò Barella,86.2,55.9,Marco Verratti,79.8,40.1,,
313,1,Marco Verratti,81.8,38.8,Lorenzo Insigne,115.5,21.6,,
314,1,Emerson Palmieri dos Santos,91.6,0.1,Ciro Immobile,94.4,8.2,Throw-in,
315,1,Ciro Immobile,94.4,8.2,Emerson Palmieri dos Santos,93.1,1.7,,
316,1,Giorgio Chiellini,61.2,4.4,Ciro Immobile,74.0,5.6,Recovery,Incomplete
317,1,Emerson Palmieri dos Santos,88.7,0.1,Jorge Luiz Frello Filho,82.4,2.9,Throw-in,
318,1,Jorge Luiz Frello Filho,82.4,2.9,Lorenzo Insigne,90.3,4.8,,Incomplete
319,1,Lorenzo Insigne,90.5,15.6,Federico Chiesa,104.7,57.8,,Incomplete
320,1,Giovanni Di Lorenzo,84.8,80.0,Jorge Luiz Frello Filho,83.2,63.8,Throw-in,
321,1,Jorge Luiz Frello Filho,83.2,63.8,Giovanni Di Lorenzo,88.6,76.0,,
322,1,Giovanni Di Lorenzo,100.7,71.6,Ciro Immobile,107.7,42.6,,
323,1,Jorge Luiz Frello Filho,95.3,50.8,Marco Verratti,99.4,40.9,,
324,1,Giovanni Di Lorenzo,33.5,69.5,Federico Chiesa,52.0,72.8,Recovery,Incomplete
325,1,Giovanni Di Lorenzo,21.5,76.6,Nicolò Barella,21.1,77.7,Recovery,
326,1,Ciro Immobile,31.3,40.5,Emerson Palmieri dos Santos,26.9,21.0,Recovery,
327,1,Emerson Palmieri dos Santos,28.2,21.0,Lorenzo Insigne,40.4,7.4,,
328,1,Lorenzo Insigne,41.8,8.1,Ciro Immobile,74.1,28.0,,Incomplete
329,1,Marco Verratti,19.3,44.8,Jorge Luiz Frello Filho,26.7,51.3,Interception,
330,1,Jorge Luiz Frello Filho,34.7,57.6,Nicolò Barella,48.7,74.2,,
331,1,Nicolò Barella,52.5,74.1,Lorenzo Insigne,83.9,12.0,,
332,1,Lorenzo Insigne,83.9,12.0,Federico Chiesa,77.9,23.0,,
333,1,Federico Chiesa,78.5,24.2,Nicolò Barella,78.7,47.3,,
334,1,Nicolò Barella,76.4,40.4,Emerson Palmieri dos Santos,73.7,7.4,,
335,1,Emerson Palmieri dos Santos,73.7,7.4,Lorenzo Insigne,84.1,3.3,,
336,1,Lorenzo Insigne,83.6,7.1,Giorgio Chiellini,71.6,24.4,,
337,1,Giorgio Chiellini,71.6,24.4,Jorge Luiz Frello Filho,70.6,32.2,,
338,1,Jorge Luiz Frello Filho,73.6,29.7,Giorgio Chiellini,76.8,21.6,,
339,1,Giorgio Chiellini,77.1,20.7,Emerson Palmieri dos Santos,83.2,2.4,,
340,1,Emerson Palmieri dos Santos,89.3,6.5,Marco Verratti,91.2,2.9,,
341,1,Marco Verratti,91.4,9.8,Giorgio Chiellini,85.8,12.4,,
342,1,Giorgio Chiellini,86.2,13.9,Jorge Luiz Frello Filho,80.2,24.5,,
343,1,Jorge Luiz Frello Filho,80.4,28.1,Giovanni Di Lorenzo,84.9,55.1,,
344,1,Giovanni Di Lorenzo,85.7,57.6,Leonardo Bonucci,82.7,49.5,,
345,1,Emerson Palmieri dos Santos,25.3,4.0,Lorenzo Insigne,45.5,1.7,,
346,1,Lorenzo Insigne,52.1,4.8,Ciro Immobile,57.4,12.6,,
347,1,Ciro Immobile,57.4,13.2,Giorgio Chiellini,54.6,13.3,,
348,1,Ciro Immobile,65.8,5.7,Lorenzo Insigne,68.1,1.7,,
349,1,Lorenzo Insigne,68.1,1.7,Marco Verratti,57.6,3.5,,
350,1,Marco Verratti,62.4,7.4,Ciro Immobile,94.4,20.6,,Unknown
351,2,Giovanni Di Lorenzo,27.0,70.9,Federico Chiesa,33.8,80.0,Recovery,Out
352,2,Giovanni Di Lorenzo,48.9,80.0,Nicolò Barella,52.6,74.6,Throw-in,
353,2,Nicolò Barella,52.6,74.6,Giovanni Di Lorenzo,49.4,79.2,,
354,2,Giovanni Di Lorenzo,49.4,79.2,Nicolò Barella,52.0,77.7,,Incomplete
355,2,Giovanni Di Lorenzo,62.4,80.0,Nicolò Barella,58.1,73.4,Throw-in,
356,2,Nicolò Barella,58.1,73.4,Ciro Immobile,100.7,75.7,,Incomplete
357,2,Giovanni Di Lorenzo,99.3,80.0,Nicolò Barella,101.5,73.4,Throw-in,
358,2,Nicolò Barella,101.5,75.2,Giovanni Di Lorenzo,105.3,78.9,,
359,2,Giovanni Di Lorenzo,110.6,78.9,Ciro Immobile,111.2,74.3,,Incomplete
360,2,Giovanni Di Lorenzo,110.6,80.0,Federico Chiesa,106.1,75.4,Throw-in,
361,2,Federico Chiesa,105.3,73.0,Giovanni Di Lorenzo,105.3,80.0,,Out
362,2,Gianluigi Donnarumma,14.6,44.9,Giorgio Chiellini,30.3,34.8,,
363,2,Giorgio Chiellini,33.7,33.7,Jorge Luiz Frello Filho,33.7,48.3,,
364,2,Jorge Luiz Frello Filho,34.6,52.4,Giovanni Di Lorenzo,41.2,72.1,,
365,2,Giovanni Di Lorenzo,48.6,78.3,Nicolò Barella,56.6,70.7,,
366,2,Nicolò Barella,55.8,69.8,Jorge Luiz Frello Filho,47.1,64.9,,
367,2,Jorge Luiz Frello Filho,47.1,64.9,Leonardo Bonucci,32.6,61.7,,
368,2,Leonardo Bonucci,35.2,57.4,Giorgio Chiellini,40.4,22.3,,
369,2,Giorgio Chiellini,40.4,22.3,Marco Verratti,42.4,36.3,,
370,2,Marco Verratti,54.3,29.5,Lorenzo Insigne,65.5,18.8,,
371,2,Lorenzo Insigne,65.5,18.8,Giorgio Chiellini,54.6,18.0,,
372,2,Giorgio Chiellini,54.6,18.0,Leonardo Bonucci,40.6,39.7,,
373,2,Leonardo Bonucci,53.2,39.1,Ciro Immobile,99.5,22.3,,Incomplete
374,2,Emerson Palmieri dos Santos,69.2,0.1,Leonardo Bonucci,72.6,20.9,Throw-in,
375,2,Leonardo Bonucci,77.8,33.4,Giovanni Di Lorenzo,68.6,53.1,,
376,2,Giovanni Di Lorenzo,69.5,57.2,Nicolò Barella,89.8,74.9,,
377,2,Nicolò Barella,90.6,76.3,Giovanni Di Lorenzo,74.9,72.7,,
378,2,Giovanni Di Lorenzo,75.8,66.3,Leonardo Bonucci,69.8,45.5,,
379,2,Leonardo Bonucci,71.8,44.0,Giorgio Chiellini,74.1,29.8,,
380,2,Giorgio Chiellini,76.1,27.2,Marco Verratti,77.2,35.1,,
381,2,Marco Verratti,77.2,32.8,Giorgio Chiellini,71.8,24.3,,
382,2,Giorgio Chiellini,71.8,24.3,Leonardo Bonucci,64.7,38.6,,
383,2,Leonardo Bonucci,64.7,38.6,Lorenzo Insigne,84.4,37.7,,
384,2,Lorenzo Insigne,79.8,53.7,Jorge Luiz Frello Filho,74.3,58.6,,
385,2,Jorge Luiz Frello Filho,73.2,57.4,Leonardo Bonucci,65.8,40.9,,
386,2,Leonardo Bonucci,65.8,40.9,Marco Verratti,77.8,39.7,,
387,2,Marco Verratti,77.8,39.7,Leonardo Bonucci,64.1,43.5,,
388,2,Leonardo Bonucci,64.1,43.5,Giovanni Di Lorenzo,71.5,51.2,,
389,2,Giovanni Di Lorenzo,77.2,55.4,Federico Chiesa,97.2,64.9,,
390,2,Federico Chiesa,94.1,57.2,Lorenzo Insigne,95.8,40.0,,
391,2,Emerson Palmieri dos Santos,20.6,0.1,Giorgio Chiellini,6.1,20.3,Throw-in,
392,2,Giorgio Chiellini,6.1,21.4,Gianluigi Donnarumma,6.1,41.2,,
393,2,Gianluigi Donnarumma,8.8,47.5,Leonardo Bonucci,20.0,52.4,,
394,2,Leonardo Bonucci,20.0,52.4,Giovanni Di Lorenzo,13.7,75.2,,
395,2,Giovanni Di Lorenzo,13.7,75.2,Nicolò Barella,21.2,74.3,,Incomplete
396,2,Giovanni Di Lorenzo,26.7,80.0,Nicolò Barella,26.4,71.2,Throw-in,
397,2,Nicolò Barella,26.4,71.2,Giovanni Di Lorenzo,27.1,78.0,,
398,2,Giovanni Di Lorenzo,27.1,78.0,Nicolò Barella,22.1,74.3,,
399,2,Nicolò Barella,22.1,74.3,Giovanni Di Lorenzo,25.2,76.3,,Incomplete
400,2,Federico Chiesa,92.4,77.5,Lorenzo Insigne,114.1,23.7,,Incomplete
401,2,Giorgio Chiellini,85.6,22.3,Ciro Immobile,93.8,27.2,,
402,2,Ciro Immobile,79.8,40.9,Leonardo Bonucci,70.9,48.1,,
403,2,Leonardo Bonucci,69.8,45.5,Jorge Luiz Frello Filho,61.2,33.1,,
404,2,Jorge Luiz Frello Filho,56.6,28.9,Emerson Palmieri dos Santos,63.5,16.0,,
405,2,Emerson Palmieri dos Santos,98.7,15.7,Lorenzo Insigne,107.9,8.0,,
406,2,Giorgio Chiellini,36.7,21.9,Nicolò Barella,47.3,35.3,Recovery,Incomplete
407,2,Giovanni Di Lorenzo,28.1,38.8,Nicolò Barella,41.3,35.0,Recovery,
408,2,Nicolò Barella,42.1,35.1,Jorge Luiz Frello Filho,40.4,40.6,,
409,2,Jorge Luiz Frello Filho,40.4,40.6,Marco Verratti,48.0,30.3,,Incomplete
410,2,Giorgio Chiellini,7.0,36.1,Gianluigi Donnarumma,3.8,40.0,Goal Kick,
411,2,Gianluigi Donnarumma,3.8,41.7,Leonardo Bonucci,4.9,56.6,,
412,2,Leonardo Bonucci,19.8,56.0,Giovanni Di Lorenzo,36.3,77.7,,
413,2,Giovanni Di Lorenzo,36.3,77.7,Jorge Luiz Frello Filho,46.4,67.5,,
414,2,Jorge Luiz Frello Filho,62.1,64.9,Lorenzo Insigne,73.2,65.2,,
415,2,Lorenzo Insigne,77.8,66.1,Federico Chiesa,85.3,13.1,,
416,2,Giorgio Chiellini,72.6,12.5,Leonardo Bonucci,61.5,27.2,Recovery,
417,2,Leonardo Bonucci,62.4,27.2,Jorge Luiz Frello Filho,71.2,32.8,,
418,2,Jorge Luiz Frello Filho,69.8,39.7,Giovanni Di Lorenzo,72.6,65.2,,
419,2,Giovanni Di Lorenzo,85.3,71.2,Domenico Berardi,92.1,78.6,,
420,2,Domenico Berardi,75.8,66.3,Leonardo Bonucci,57.5,41.4,,
421,2,Leonardo Bonucci,58.6,39.7,Marco Verratti,71.5,32.3,,
422,2,Marco Verratti,84.7,28.6,Jorge Luiz Frello Filho,75.8,48.1,,
423,2,Jorge Luiz Frello Filho,92.4,62.0,Giovanni Di Lorenzo,95.2,76.9,,
424,2,Giovanni Di Lorenzo,95.2,76.9,Domenico Berardi,99.5,79.2,,
425,2,Leonardo Bonucci,79.2,77.5,Marco Verratti,84.1,73.0,Recovery,
426,2,Marco Verratti,84.1,73.0,Emerson Palmieri dos Santos,68.6,42.3,,
427,2,Emerson Palmieri dos Santos,73.8,39.4,Marco Verratti,74.6,47.5,,
428,2,Marco Verratti,74.6,47.5,Jorge Luiz Frello Filho,71.2,57.4,,
429,2,Jorge Luiz Frello Filho,77.2,64.3,Marco Verratti,77.2,47.2,,
430,2,Marco Verratti,87.6,52.1,Bryan Cristante,86.1,58.9,,
431,2,Bryan Cristante,83.3,58.6,Jorge Luiz Frello Filho,75.5,54.3,,
432,2,Jorge Luiz Frello Filho,75.5,54.3,Leonardo Bonucci,65.3,37.7,,
433,2,Leonardo Bonucci,71.5,34.8,Giorgio Chiellini,80.1,13.7,,
434,2,Giorgio Chiellini,80.1,13.7,Lorenzo Insigne,81.8,25.2,,
435,2,Lorenzo Insigne,78.9,27.5,Jorge Luiz Frello Filho,71.2,48.3,,
436,2,Jorge Luiz Frello Filho,84.7,57.4,Domenico Berardi,98.4,78.3,,
437,2,Domenico Berardi,98.4,78.3,Giovanni Di Lorenzo,88.9,77.2,,
438,2,Giovanni Di Lorenzo,86.7,78.0,Bryan Cristante,98.7,76.3,,
439,2,Giovanni Di Lorenzo,81.2,77.2,Domenico Berardi,110.4,61.2,Interception,Incomplete
440,2,Giovanni Di Lorenzo,105.3,80.0,Leonardo Bonucci,75.2,77.2,Throw-in,
441,2,Leonardo Bonucci,69.2,62.3,Giorgio Chiellini,63.2,44.3,,
442,2,Giorgio Chiellini,63.2,44.3,Marco Verratti,68.9,44.0,,
443,2,Marco Verratti,66.4,42.0,Giorgio Chiellini,64.4,28.3,,
444,2,Giorgio Chiellini,67.3,27.5,Marco Verratti,68.3,35.1,,
445,2,Marco Verratti,71.8,32.6,Emerson Palmieri dos Santos,85.0,4.6,,
446,2,Emerson Palmieri dos Santos,83.8,9.2,Marco Verratti,73.2,21.4,,
447,2,Marco Verratti,79.5,28.0,Federico Chiesa,91.8,2.6,,
448,2,Federico Chiesa,91.8,6.6,Marco Verratti,87.6,19.4,,
449,2,Marco Verratti,86.1,26.0,Lorenzo Insigne,97.2,32.6,,
450,2,Lorenzo Insigne,96.4,31.5,Jorge Luiz Frello Filho,81.0,38.6,,
451,2,Jorge Luiz Frello Filho,86.4,49.2,Giovanni Di Lorenzo,101.0,68.9,,
452,2,Giovanni Di Lorenzo,108.9,71.5,Emerson Palmieri dos Santos,105.6,32.6,,
453,2,Giorgio Chiellini,41.8,18.8,Marco Verratti,60.9,11.5,Recovery,Incomplete
454,2,Giorgio Chiellini,40.9,22.3,Bryan Cristante,48.6,31.2,Interception,Incomplete
455,2,Gianluigi Donnarumma,10.6,44.3,Marco Verratti,19.8,37.1,,
456,2,Marco Verratti,20.9,34.8,Giorgio Chiellini,18.9,24.6,,
457,2,Giorgio Chiellini,18.9,24.6,Jorge Luiz Frello Filho,30.9,44.3,,
458,2,Jorge Luiz Frello Filho,30.3,44.6,Leonardo Bonucci,16.9,46.6,,
459,2,Leonardo Bonucci,14.0,54.0,Giovanni Di Lorenzo,21.8,75.2,,
460,2,Giovanni Di Lorenzo,21.8,75.2,Bryan Cristante,38.3,77.2,,
461,2,Giovanni Di Lorenzo,28.0,80.0,Leonardo Bonucci,15.2,71.5,Throw-in,
462,2,Leonardo Bonucci,15.2,71.5,Gianluigi Donnarumma,12.0,38.6,,
463,2,Gianluigi Donnarumma,17.5,36.0,Giorgio Chiellini,38.9,22.6,,
464,2,Giorgio Chiellini,40.9,26.3,Marco Verratti,42.1,34.8,,
465,2,Marco Verratti,55.5,39.4,Jorge Luiz Frello Filho,50.9,48.3,,
466,2,Jorge Luiz Frello Filho,52.0,53.7,Giovanni Di Lorenzo,70.3,77.2,,
467,2,Giovanni Di Lorenzo,78.4,78.0,Domenico Berardi,88.0,78.9,,
468,2,Domenico Berardi,85.8,79.2,Bryan Cristante,89.5,69.8,,
469,2,Bryan Cristante,88.0,69.5,Domenico Berardi,117.8,63.2,,Incomplete
470,2,Leonardo Bonucci,49.4,50.4,Marco Verratti,59.5,36.3,,
471,2,Marco Verratti,72.6,27.7,Federico Chiesa,87.3,23.4,,
472,2,Giorgio Chiellini,87.0,0.1,Jorge Luiz Frello Filho,78.7,24.3,Throw-in,
473,2,Jorge Luiz Frello Filho,78.7,24.3,Leonardo Bonucci,60.4,25.2,,
474,2,Leonardo Bonucci,60.4,25.2,Marco Verratti,68.0,21.4,,
475,2,Marco Verratti,83.3,20.3,Lorenzo Insigne,93.2,2.8,,
476,2,Lorenzo Insigne,94.9,9.5,Domenico Berardi,117.0,48.3,,Incomplete
477,2,Gianluigi Donnarumma,16.0,41.7,Marco Verratti,33.2,48.6,,
478,2,Marco Verratti,33.5,43.5,Emerson Palmieri dos Santos,22.3,24.3,,
479,2,Emerson Palmieri dos Santos,22.3,24.3,Giorgio Chiellini,21.8,35.1,,
480,2,Giorgio Chiellini,21.8,35.1,Leonardo Bonucci,24.6,53.7,,
481,2,Leonardo Bonucci,40.1,56.0,Giovanni Di Lorenzo,47.7,76.0,,
482,2,Giovanni Di Lorenzo,50.0,76.0,Domenico Berardi,66.4,77.2,,
483,2,Domenico Berardi,65.0,76.6,Jorge Luiz Frello Filho,57.5,61.2,,
484,2,Jorge Luiz Frello Filho,57.5,57.7,Marco Verratti,54.0,47.5,,
485,2,Marco Verratti,67.0,32.8,Emerson Palmieri dos Santos,85.0,3.4,,
486,2,Emerson Palmieri dos Santos,84.7,12.2,Marco Verratti,76.9,22.3,,
487,2,Marco Verratti,81.2,26.6,Lorenzo Insigne,86.7,34.8,,
488,2,Lorenzo Insigne,87.3,35.7,Giovanni Di Lorenzo,71.8,53.1,,
489,2,Giovanni Di Lorenzo,72.9,58.9,Domenico Berardi,89.2,77.2,,
490,2,Domenico Berardi,107.0,73.0,Bryan Cristante,92.4,73.7,,
491,2,Bryan Cristante,90.6,72.4,Giovanni Di Lorenzo,74.1,73.0,,
492,2,Giovanni Di Lorenzo,76.1,68.6,Leonardo Bonucci,72.1,41.7,,
493,2,Leonardo Bonucci,76.9,41.4,Lorenzo Insigne,88.9,41.4,,
494,2,Lorenzo Insigne,85.0,48.9,Giovanni Di Lorenzo,80.7,66.6,,
495,2,Giovanni Di Lorenzo,80.7,66.6,Jorge Luiz Frello Filho,77.8,58.3,,
496,2,Jorge Luiz Frello Filho,77.8,58.3,Bryan Cristante,90.3,61.7,,
497,2,Bryan Cristante,90.3,61.7,Jorge Luiz Frello Filho,77.5,60.9,,
498,2,Jorge Luiz Frello Filho,77.5,60.9,Leonardo Bonucci,72.6,39.1,,
499,2,Leonardo Bonucci,72.6,39.1,Marco Verratti,77.8,29.8,,
500,2,Marco Verratti,86.4,27.2,Federico Chiesa,95.5,10.9,,
501,2,Federico Chiesa,98.1,18.8,Lorenzo Insigne,113.2,41.4,,Incomplete
502,2,Domenico Berardi,120.0,80.0,Bryan Cristante,112.9,50.6,Corner,
503,2,Bryan Cristante,113.1,50.2,Marco Verratti,114.3,35.8,,
504,2,Giorgio Chiellini,31.2,38.6,Gianluigi Donnarumma,12.3,45.5,Recovery,
505,2,Gianluigi Donnarumma,12.9,46.6,Leonardo Bonucci,18.0,46.6,,
506,2,Leonardo Bonucci,22.1,49.2,Lorenzo Insigne,88.0,10.9,,
507,2,Lorenzo Insigne,87.0,12.5,Emerson Palmieri dos Santos,83.8,22.3,,
508,2,Emerson Palmieri dos Santos,101.0,27.7,Lorenzo Insigne,99.0,18.0,,
509,2,Lorenzo Insigne,99.3,21.7,Federico Chiesa,92.1,44.9,,
510,2,Federico Chiesa,113.5,63.8,Domenico Berardi,111.5,0.8,,Out
511,2,Giorgio Chiellini,57.5,10.6,Emerson Palmieri dos Santos,64.1,3.7,Recovery,
512,2,Emerson Palmieri dos Santos,64.7,3.7,Marco Verratti,64.4,8.6,,
513,2,Marco Verratti,64.1,10.3,Leonardo Bonucci,48.3,23.7,,
514,2,Leonardo Bonucci,48.6,22.9,Giorgio Chiellini,47.1,8.6,,
515,2,Giorgio Chiellini,47.1,8.6,Gianluigi Donnarumma,16.3,26.6,,
516,2,Gianluigi Donnarumma,18.0,32.6,Giovanni Di Lorenzo,27.4,60.3,,
517,2,Giovanni Di Lorenzo,26.1,62.6,Bryan Cristante,40.4,76.9,,
518,2,Bryan Cristante,36.0,74.9,Leonardo Bonucci,19.5,49.2,,
519,2,Leonardo Bonucci,20.9,45.8,Giorgio Chiellini,26.1,14.2,,
520,2,Giorgio Chiellini,26.1,14.2,Marco Verratti,38.9,3.7,,
521,2,Marco Verratti,38.1,3.4,Lorenzo Insigne,56.3,3.4,,
522,2,Lorenzo Insigne,56.1,2.8,Jorge Luiz Frello Filho,49.7,19.1,,
523,2,Jorge Luiz Frello Filho,56.9,16.5,Emerson Palmieri dos Santos,72.9,5.4,,
524,2,Emerson Palmieri dos Santos,78.4,4.6,Marco Verratti,88.9,8.0,,
525,2,Marco Verratti,88.9,8.0,Domenico Berardi,92.9,10.0,,Incomplete
526,2,Emerson Palmieri dos Santos,87.6,0.1,Giorgio Chiellini,73.5,3.4,Throw-in,
527,2,Giorgio Chiellini,68.0,6.6,Leonardo Bonucci,47.7,32.1,,
528,2,Leonardo Bonucci,50.0,31.8,Giorgio Chiellini,51.5,16.8,,
529,2,Giorgio Chiellini,52.9,20.9,Leonardo Bonucci,48.0,33.4,,
530,2,Leonardo Bonucci,48.0,33.4,Jorge Luiz Frello Filho,55.2,24.3,,
531,2,Jorge Luiz Frello Filho,58.9,25.2,Lorenzo Insigne,71.2,28.6,,
532,2,Giorgio Chiellini,64.4,27.5,Leonardo Bonucci,47.1,38.0,,
533,2,Leonardo Bonucci,47.1,38.0,Marco Verratti,54.0,28.9,,
534,2,Marco Verratti,55.5,28.3,Lorenzo Insigne,61.2,27.5,,
535,2,Lorenzo Insigne,61.2,27.5,Marco Verratti,54.6,27.7,,
536,2,Marco Verratti,53.8,34.8,Jorge Luiz Frello Filho,51.7,44.0,,
537,2,Jorge Luiz Frello Filho,49.2,49.2,Leonardo Bonucci,44.4,35.7,,
538,2,Leonardo Bonucci,44.4,35.7,Giorgio Chiellini,45.5,26.0,,
539,2,Giorgio Chiellini,46.1,26.0,Jorge Luiz Frello Filho,48.6,53.4,,
540,2,Jorge Luiz Frello Filho,68.0,37.7,Marco Verratti,68.3,26.0,,
541,2,Marco Verratti,70.0,28.0,Lorenzo Insigne,76.1,33.4,,
542,2,Lorenzo Insigne,76.1,33.4,Jorge Luiz Frello Filho,69.2,37.4,,
543,2,Jorge Luiz Frello Filho,70.5,35.6,Lorenzo Insigne,81.9,33.9,,
544,2,Lorenzo Insigne,81.9,33.9,Marco Verratti,78.2,32.7,,Incomplete
545,2,Emerson Palmieri dos Santos,29.1,22.9,Gianluigi Donnarumma,3.8,29.8,Interception,
546,2,Gianluigi Donnarumma,4.9,33.4,Leonardo Bonucci,11.4,38.6,,
547,2,Leonardo Bonucci,12.9,36.8,Giorgio Chiellini,20.0,25.7,,
548,2,Giorgio Chiellini,20.0,25.7,Marco Verratti,24.4,29.2,,
549,2,Marco Verratti,26.8,32.3,Jorge Luiz Frello Filho,31.2,55.7,,
550,2,Jorge Luiz Frello Filho,35.5,61.7,Leonardo Bonucci,32.3,41.2,,
551,2,Leonardo Bonucci,36.0,40.3,Giorgio Chiellini,45.2,14.0,,
552,2,Giorgio Chiellini,47.4,12.0,Emerson Palmieri dos Santos,64.1,18.0,,
553,2,Emerson Palmieri dos Santos,64.7,17.4,Lorenzo Insigne,80.1,4.6,,
554,2,Lorenzo Insigne,76.6,7.2,Marco Verratti,76.4,9.5,,Incomplete
555,2,Marco Verratti,70.9,0.1,Leonardo Bonucci,54.9,29.5,Throw-in,
556,2,Leonardo Bonucci,54.9,29.5,Domenico Berardi,106.1,38.3,,
557,2,Giovanni Di Lorenzo,61.2,58.0,Jorge Luiz Frello Filho,68.6,56.6,Recovery,
558,2,Jorge Luiz Frello Filho,68.6,56.6,Bryan Cristante,65.0,50.4,,
559,2,Bryan Cristante,65.0,50.4,Domenico Berardi,78.7,51.8,,
560,2,Domenico Berardi,78.7,51.8,Bryan Cristante,69.8,48.9,,
561,2,Bryan Cristante,69.8,48.9,Marco Verratti,67.7,42.0,,
562,2,Marco Verratti,67.7,38.0,Federico Chiesa,78.1,28.9,,
563,2,Federico Chiesa,74.6,31.8,Lorenzo Insigne,87.6,45.8,,
564,2,Lorenzo Insigne,91.5,49.5,Bryan Cristante,99.0,36.0,,
565,2,Emerson Palmieri dos Santos,70.9,6.9,Lorenzo Insigne,91.5,22.6,Recovery,
566,2,Lorenzo Insigne,91.2,22.9,Marco Verratti,84.7,16.5,,
567,2,Marco Verratti,84.7,16.5,Lorenzo Insigne,90.1,23.7,,
568,2,Lorenzo Insigne,89.8,30.3,Federico Chiesa,98.7,16.3,,
569,2,Marco Verratti,93.2,2.0,Giorgio Chiellini,63.5,4.9,Free Kick,
570,2,Giorgio Chiellini,61.8,8.9,Marco Verratti,70.6,10.6,,
571,2,Marco Verratti,71.5,19.1,Leonardo Bonucci,55.5,32.1,,
572,2,Leonardo Bonucci,55.5,32.1,Giorgio Chiellini,61.2,22.9,,
573,2,Giorgio Chiellini,63.0,18.3,Marco Verratti,69.8,8.6,,
574,2,Marco Verratti,69.8,10.6,Giorgio Chiellini,61.2,20.6,,
575,2,Giorgio Chiellini,60.9,23.4,Leonardo Bonucci,56.9,45.2,,
576,2,Leonardo Bonucci,58.6,44.9,Jorge Luiz Frello Filho,62.4,29.5,,
577,2,Jorge Luiz Frello Filho,64.7,26.0,Marco Verratti,73.5,5.1,,
578,2,Marco Verratti,77.8,18.3,Federico Chiesa,83.8,28.9,,
579,2,Federico Chiesa,84.1,34.8,Bryan Cristante,97.8,34.5,,Incomplete
580,2,Giorgio Chiellini,47.7,0.1,Leonardo Bonucci,38.9,30.6,Throw-in,
581,2,Leonardo Bonucci,39.2,28.9,Marco Verratti,50.0,14.8,,
582,2,Marco Verratti,63.2,21.1,Lorenzo Insigne,70.9,27.5,,
583,2,Lorenzo Insigne,70.9,27.5,Leonardo Bonucci,49.2,36.0,,
584,2,Leonardo Bonucci,54.9,40.9,Marco Verratti,56.1,28.3,,
585,2,Marco Verratti,56.9,27.2,Giorgio Chiellini,67.5,18.6,,
586,2,Giorgio Chiellini,70.3,17.4,Federico Chiesa,82.7,22.0,,
587,2,Federico Chiesa,83.0,21.7,Marco Verratti,64.1,28.0,,
588,2,Marco Verratti,64.1,28.0,Jorge Luiz Frello Filho,68.0,40.3,,
589,2,Jorge Luiz Frello Filho,76.1,52.6,Marco Verratti,70.6,36.6,,
590,2,Marco Verratti,72.3,36.6,Federico Chiesa,85.3,38.9,,
591,2,Federico Chiesa,88.6,38.3,Lorenzo Insigne,94.7,36.3,,
592,2,Lorenzo Insigne,88.6,30.6,Jorge Luiz Frello Filho,67.7,43.7,,
593,2,Jorge Luiz Frello Filho,68.0,46.6,Leonardo Bonucci,63.5,35.1,,
594,2,Leonardo Bonucci,67.7,35.1,Giorgio Chiellini,73.8,7.2,,
595,2,Giorgio Chiellini,73.8,7.2,Marco Verratti,68.0,16.0,,
596,2,Marco Verratti,69.8,20.9,Jorge Luiz Frello Filho,64.4,46.0,,
597,2,Jorge Luiz Frello Filho,72.3,55.1,Bryan Cristante,86.4,66.3,,
598,2,Bryan Cristante,91.5,74.3,Domenico Berardi,96.7,79.2,,
599,2,Domenico Berardi,96.7,79.2,Giovanni Di Lorenzo,82.4,73.7,,
600,2,Giovanni Di Lorenzo,75.8,71.5,Leonardo Bonucci,61.2,47.8,,
601,2,Leonardo Bonucci,63.2,46.3,Marco Verratti,68.3,30.6,,
602,2,Marco Verratti,67.0,25.4,Giorgio Chiellini,71.8,11.8,,
603,2,Giorgio Chiellini,71.8,11.8,Emerson Palmieri dos Santos,87.0,2.0,,
604,2,Emerson Palmieri dos Santos,87.0,2.0,Giorgio Chiellini,70.6,7.4,,
605,2,Giorgio Chiellini,70.6,7.4,Marco Verratti,65.5,22.0,,
606,2,Marco Verratti,64.1,26.9,Jorge Luiz Frello Filho,72.3,40.0,,
607,2,Jorge Luiz Frello Filho,70.0,48.6,Giovanni Di Lorenzo,67.7,74.3,,
608,2,Giovanni Di Lorenzo,62.4,66.9,Marco Verratti,63.5,33.7,,
